Adm Id,BR Id,Adm,PE,Site/Allotment Name,TV Channel / Freq Block,Notice Type,Plan,Intent,Frequency Range,Service Type
BR2_EGY 071,115073983,EGY,3,B18,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR1_EGY 071,115073982,EGY,3,B18,29,GT2,GE06D,Recorded,534-542,DVB-T Allotment
BR4_EGY 068,115073981,EGY,3,B15,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR3_EGY 068,115073980,EGY,3,B15,31,GT2,GE06D,Recorded,550-558,DVB-T Allotment
BR2_EGY 068,115073979,EGY,3,B15,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR1_EGY 068,115073978,EGY,3,B15,38,GT2,GE06D,Recorded,606-614,DVB-T Allotment
BR1_EGY 067,115073977,EGY,3,B14,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR3_EGY 066,115073976,EGY,3,B13,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR2_EGY 066,115073975,EGY,3,B13,22,GT2,GE06D,Recorded,478-486,DVB-T Allotment
BR1_EGY 066,115073974,EGY,3,B13,26,GT2,GE06D,Recorded,510-518,DVB-T Allotment
BR4_EGY 065,115073973,EGY,3,B12,39,GT2,GE06D,Recorded,614-622,DVB-T Allotment
BR3_EGY 065,115073972,EGY,3,B12,37,GT2,GE06D,Recorded,598-606,DVB-T Allotment
BR2_EGY 065,115073971,EGY,3,B12,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR1_EGY 065,115073970,EGY,3,B12,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR2_EGY 064,115073969,EGY,3,B11,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR1_EGY 064,115073968,EGY,3,B11,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR4_EGY 063,115073967,EGY,3,B10,34,GT2,GE06D,Recorded,574-582,DVB-T Allotment
BR3_EGY 063,115073966,EGY,3,B10,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR2_EGY 063,115073965,EGY,3,B10,38,GT2,GE06D,Recorded,606-614,DVB-T Allotment
BR1_EGY 063,115073964,EGY,3,B10,36,GT2,GE06D,Recorded,590-598,DVB-T Allotment
BR3_EGY 062,115073963,EGY,3,B09,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR2_EGY 062,115073962,EGY,3,B09,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR1_EGY 062,115073961,EGY,3,B09,24,GT2,GE06D,Recorded,494-502,DVB-T Allotment
BR4_EGY 061,115073960,EGY,3,B08,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR3_EGY 061,115073959,EGY,3,B08,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR2_EGY 061,115073958,EGY,3,B08,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR1_EGY 061,115073957,EGY,3,B08,34,GT2,GE06D,Recorded,574-582,DVB-T Allotment
BR3_EGY 060,115073956,EGY,3,B07,23,GT2,GE06D,Recorded,486-494,DVB-T Allotment
BR2_EGY 060,115073955,EGY,3,B07,44,GT2,GE06D,Recorded,654-662,DVB-T Allotment
BR1_EGY 060,115073954,EGY,3,B07,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR4_EGY 059,115073953,EGY,3,B06,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR3_EGY 059,115073952,EGY,3,B06,41,GT2,GE06D,Recorded,630-638,DVB-T Allotment
BR2_EGY 059,115073951,EGY,3,B06,38,GT2,GE06D,Recorded,606-614,DVB-T Allotment
BR1_EGY 059,115073950,EGY,3,B06,27,GT2,GE06D,Recorded,518-526,DVB-T Allotment
BR4_EGY 049,115073930,EGY,3,D13,22,GT2,GE06D,Recorded,478-486,DVB-T Allotment
BR3_EGY 049,115073929,EGY,3,D13,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR2_EGY 049,115073928,EGY,3,D13,27,GT2,GE06D,Recorded,518-526,DVB-T Allotment
BR1_EGY 049,115073927,EGY,3,D13,21,GT2,GE06D,Recorded,470-478,DVB-T Allotment
BR4_EGY 047,115073923,EGY,3,D11,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR3_EGY 047,115073922,EGY,3,D11,41,GT2,GE06D,Recorded,630-638,DVB-T Allotment
BR2_EGY 047,115073921,EGY,3,D11,42,GT2,GE06D,Recorded,638-646,DVB-T Allotment
BR1_EGY 047,115073920,EGY,3,D11,23,GT2,GE06D,Recorded,486-494,DVB-T Allotment
BR3_EGY 045,115073916,EGY,3,D09,21,GT2,GE06D,Recorded,470-478,DVB-T Allotment
BR2_EGY 045,115073915,EGY,3,D09,22,GT2,GE06D,Recorded,478-486,DVB-T Allotment
BR1_EGY 045,115073914,EGY,3,D09,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR3_EGY 044,115073913,EGY,3,D08,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR2_EGY 044,115073912,EGY,3,D08,26,GT2,GE06D,Recorded,510-518,DVB-T Allotment
BR1_EGY 044,115073911,EGY,3,D08,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR3_EGY 043,115073910,EGY,3,D07,23,GT2,GE06D,Recorded,486-494,DVB-T Allotment
BR2_EGY 043,115073909,EGY,3,D07,26,GT2,GE06D,Recorded,510-518,DVB-T Allotment
BR1_EGY 043,115073908,EGY,3,D07,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR3_EGY 041,115073904,EGY,3,D05,31,GT2,GE06D,Recorded,550-558,DVB-T Allotment
BR2_EGY 041,115073903,EGY,3,D05,30,GT2,GE06D,Recorded,542-550,DVB-T Allotment
BR1_EGY 041,115073902,EGY,3,D05,37,GT2,GE06D,Recorded,598-606,DVB-T Allotment
BR4_EGY 040,115073901,EGY,3,D04,48,GT2,GE06D,Recorded,686-694,DVB-T Allotment
BR3_EGY 040,115073900,EGY,3,D04,42,GT2,GE06D,Recorded,638-646,DVB-T Allotment
BR2_EGY 040,115073899,EGY,3,D04,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR1_EGY 040,115073898,EGY,3,D04,29,GT2,GE06D,Recorded,534-542,DVB-T Allotment
BR4_EGY 030,115073879,EGY,3,C30,44,GT2,GE06D,Recorded,654-662,DVB-T Allotment
BR3_EGY 030,115073878,EGY,3,C30,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR2_EGY 030,115073877,EGY,3,C30,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR1_EGY 030,115073876,EGY,3,C30,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR3_EGY 029,115073875,EGY,3,C29,21,GT2,GE06D,Recorded,470-478,DVB-T Allotment
BR2_EGY 029,115073874,EGY,3,C29,27,GT2,GE06D,Recorded,518-526,DVB-T Allotment
BR1_EGY 029,115073873,EGY,3,C29,24,GT2,GE06D,Recorded,494-502,DVB-T Allotment
BR4_EGY 027,115073872,EGY,3,C27,22,GT2,GE06D,Recorded,478-486,DVB-T Allotment
BR3_EGY 027,115073871,EGY,3,C27,23,GT2,GE06D,Recorded,486-494,DVB-T Allotment
BR2_EGY 027,115073870,EGY,3,C27,21,GT2,GE06D,Recorded,470-478,DVB-T Allotment
BR1_EGY 027,115073869,EGY,3,C27,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR2_EGY 025,115073868,EGY,3,C25,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR1_EGY 025,115073867,EGY,3,C25,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR3_EGY 024,115073866,EGY,3,C24,42,GT2,GE06D,Recorded,638-646,DVB-T Allotment
BR2_EGY 024,115073865,EGY,3,C24,45,GT2,GE06D,Recorded,662-670,DVB-T Allotment
BR1_EGY 024,115073864,EGY,3,C24,39,GT2,GE06D,Recorded,614-622,DVB-T Allotment
BR4_EGY 023,115073863,EGY,3,C23,46,GT2,GE06D,Recorded,670-678,DVB-T Allotment
BR3_EGY 023,115073862,EGY,3,C23,45,GT2,GE06D,Recorded,662-670,DVB-T Allotment
BR2_EGY 023,115073861,EGY,3,C23,31,GT2,GE06D,Recorded,550-558,DVB-T Allotment
BR1_EGY 023,115073860,EGY,3,C23,21,GT2,GE06D,Recorded,470-478,DVB-T Allotment
BR3_EGY 022,115073859,EGY,3,C22,45,GT2,GE06D,Recorded,662-670,DVB-T Allotment
BR2_EGY 022,115073858,EGY,3,C22,30,GT2,GE06D,Recorded,542-550,DVB-T Allotment
BR1_EGY 022,115073857,EGY,3,C22,41,GT2,GE06D,Recorded,630-638,DVB-T Allotment
BR3_EGY 021,115073856,EGY,3,C21,44,GT2,GE06D,Recorded,654-662,DVB-T Allotment
BR2_EGY 021,115073855,EGY,3,C21,42,GT2,GE06D,Recorded,638-646,DVB-T Allotment
BR1_EGY 021,115073854,EGY,3,C21,43,GT2,GE06D,Recorded,646-654,DVB-T Allotment
BR3_EGY 018,115073853,EGY,3,C18,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR2_EGY 018,115073852,EGY,3,C18,40,GT2,GE06D,Recorded,622-630,DVB-T Allotment
BR1_EGY 018,115073851,EGY,3,C18,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR4_EGY 017,115073850,EGY,3,C17,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR3_EGY 017,115073849,EGY,3,C17,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR2_EGY 017,115073848,EGY,3,C17,22,GT2,GE06D,Recorded,478-486,DVB-T Allotment
BR1_EGY 017,115073847,EGY,3,C17,41,GT2,GE06D,Recorded,630-638,DVB-T Allotment
BR2_EGY 013,115073846,EGY,3,C13,37,GT2,GE06D,Recorded,598-606,DVB-T Allotment
BR1_EGY 013,115073845,EGY,3,C13,28,GT2,GE06D,Recorded,526-534,DVB-T Allotment
BR3_EGY 012,115073844,EGY,3,C12,36,GT2,GE06D,Recorded,590-598,DVB-T Allotment
BR2_EGY 012,115073843,EGY,3,C12,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR1_EGY 012,115073842,EGY,3,C12,33,GT2,GE06D,Recorded,566-574,DVB-T Allotment
BR3_EGY 011,115073841,EGY,3,C11,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR2_EGY 011,115073840,EGY,3,C11,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR1_EGY 011,115073839,EGY,3,C11,41,GT2,GE06D,Recorded,630-638,DVB-T Allotment
BR2_EGY 010,115073838,EGY,3,C10,27,GT2,GE06D,Recorded,518-526,DVB-T Allotment
BR1_EGY 010,115073837,EGY,3,C10,43,GT2,GE06D,Recorded,646-654,DVB-T Allotment
BR3_EGY 009,115073836,EGY,3,C09,39,GT2,GE06D,Recorded,614-622,DVB-T Allotment
BR2_EGY 009,115073835,EGY,3,C09,37,GT2,GE06D,Recorded,598-606,DVB-T Allotment
BR1_EGY 009,115073834,EGY,3,C09,35,GT2,GE06D,Recorded,582-590,DVB-T Allotment
BR4_EGY 008,115073833,EGY,3,C08,42,GT2,GE06D,Recorded,638-646,DVB-T Allotment
BR3_EGY 008,115073832,EGY,3,C08,43,GT2,GE06D,Recorded,646-654,DVB-T Allotment
BR2_EGY 008,115073831,EGY,3,C08,44,GT2,GE06D,Recorded,654-662,DVB-T Allotment
BR1_EGY 008,115073830,EGY,3,C08,45,GT2,GE06D,Recorded,662-670,DVB-T Allotment
BR3_EGY 006,115073829,EGY,3,C06,34,GT2,GE06D,Recorded,574-582,DVB-T Allotment
BR2_EGY 006,115073828,EGY,3,C06,32,GT2,GE06D,Recorded,558-566,DVB-T Allotment
BR1_EGY 006,115073827,EGY,3,C06,29,GT2,GE06D,Recorded,534-542,DVB-T Allotment
BR1_EGY 005,115073826,EGY,3,C05,24,GT2,GE06D,Recorded,494-502,DVB-T Allotment
BR3_EGY 004,115073825,EGY,3,C04,29,GT2,GE06D,Recorded,534-542,DVB-T Allotment
BR2_EGY 004,115073824,EGY,3,C04,36,GT2,GE06D,Recorded,590-598,DVB-T Allotment
BR1_EGY 004,115073823,EGY,3,C04,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR1_EGY 003,115073822,EGY,3,C03,25,GT2,GE06D,Recorded,502-510,DVB-T Allotment
BR1_EGY 002,115073821,EGY,3,C02,36,GT2,GE06D,Recorded,590-598,DVB-T Allotment
EGY NEGILA NORTH 27,114052867,EGY,1,NEGILA NORTH,27,GT1,GE06D,Recorded,518-526,DVB-T Assignment
EGY KARKAR 48,114052866,EGY,1,KARKAR,48,GT1,GE06D,Recorded,686-694,DVB-T Assignment
EGY ZAAFRANAH 34,114049994,EGY,1,ZAAFRANAH,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY ZAAFRANAH 31,114049993,EGY,1,ZAAFRANAH,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY ZAAFRANAH 28,114049992,EGY,1,ZAAFRANAH,28,GT1,GE06D,Recorded,526-534,DVB-T Assignment
EGY ZAAFRANAH 26,114049991,EGY,1,ZAAFRANAH,26,GT1,GE06D,Recorded,510-518,DVB-T Assignment
EGY SIDI BARANI 45,114049990,EGY,1,SIDI BARANI,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY SIDI BARANI 38,114049989,EGY,1,SIDI BARANI,38,GT1,GE06D,Recorded,606-614,DVB-T Assignment
EGY SIDI BARANI 42,114049988,EGY,1,SIDI BARANI,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY SIDI BARANI 43,114049987,EGY,1,SIDI BARANI,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY RASHEKMA 38,114049986,EGY,1,RAS HEKMA,38,GT1,GE06D,Recorded,606-614,DVB-T Assignment
EGY HAMMAM 31,114049985,EGY,1,HAMMAM,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY HAMMAM 30,114049984,EGY,1,HAMMAM,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY HAMMAM 29,114049983,EGY,1,HAMMAM,29,GT1,GE06D,Recorded,534-542,DVB-T Assignment
EGY EL DABA 39,114049982,EGY,1,EL DABA,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY EL DABA 45,114049981,EGY,1,EL DABA,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY TANTA 45,114049967,EGY,1,TANTA,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY TANTA 39,114049966,EGY,1,TANTA,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY PORT SAID 42,114049963,EGY,1,PORT SAID,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY PORT SAID 37,114049962,EGY,1,PORT SAID,37,GT1,GE06D,Recorded,598-606,DVB-T Assignment
EGY ISMAILIA 35,114049961,EGY,1,ISMAILIA,35,GT1,GE06D,Recorded,582-590,DVB-T Assignment
EGY DUMYAT 30,114049960,EGY,1,DUMYAT,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY DUMYAT 31,114049959,EGY,1,DUMYAT,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY DUMYAT 23,114049958,EGY,1,DUMYAT,23,GT1,GE06D,Recorded,486-494,DVB-T Assignment
EGY KARKAR 42,114049891,EGY,1,KARKAR,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY IDFU 47,114049886,EGY,1,IDFU,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY EL KHARGA 28,114049884,EGY,1,EL KHARGA,28,GT1,GE06D,Recorded,526-534,DVB-T Assignment
EGY EL KHARGA 25,114049883,EGY,1,EL KHARGA,25,GT1,GE06D,Recorded,502-510,DVB-T Assignment
EGY EL KHARGA 22,114049882,EGY,1,EL KHARGA,22,GT1,GE06D,Recorded,478-486,DVB-T Assignment
EGY EL FAYOUM 29,114049881,EGY,1,EL FAYOUM,29,GT1,GE06D,Recorded,534-542,DVB-T Assignment
EGY EL DAKHLA 31,114049880,EGY,1,EL DAKHLA,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY EL DAKHLA 30,114049879,EGY,1,EL DAKHLA,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY BARIS 33,114049878,EGY,1,BARIS,33,GT1,GE06D,Recorded,566-574,DVB-T Assignment
EGY ASYUT 39,114049877,EGY,1,ASYUT,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY AIN SOKHNAH 39,114049876,EGY,1,AIN SOKHNAH,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY R8 38,114048019,EGY,1,R8,38,GT1,GE06D,Recorded,606-614,DVB-T Assignment
EGY MAHALLA 42,114048018,EGY,1,MAHALLA,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY CAIRO 32,114048017,EGY,1,CAIRO,32,GT1,GE06D,Recorded,558-566,DVB-T Assignment
EGY CAIRO 36,114048016,EGY,1,CAIRO,36,GT1,GE06D,Recorded,590-598,DVB-T Assignment
EGY ALEXANDRIA 34,114048015,EGY,1,ALEXANDRIA,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY ALAMIN 40,114048014,EGY,1,ALAMIN,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY EL FAYOUM 23,114041805,EGY,1,EL FAYOUM,23,GT1,GE06D,Recorded,486-494,DVB-T Assignment
EGY EL FAYOUM 21,114041804,EGY,1,EL FAYOUM,21,GT1,GE06D,Recorded,470-478,DVB-T Assignment
EGY SUEZ 21,114041803,EGY,1,SUEZ,21,GT1,GE06D,Recorded,470-478,DVB-T Assignment
EGY SUEZ 23,114041802,EGY,1,SUEZ,23,GT1,GE06D,Recorded,486-494,DVB-T Assignment
EGY SUEZ 24,114041801,EGY,1,SUEZ,24,GT1,GE06D,Recorded,494-502,DVB-T Assignment
EGY SUEZ 30,114041800,EGY,1,SUEZ,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY SOHAG 44,114041799,EGY,1,SOHAG,44,GT1,GE06D,Recorded,654-662,DVB-T Assignment
EGY SOHAG 47,114041798,EGY,1,SOHAG,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY SOHAG 41,114041797,EGY,1,SOHAG,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY RAS SIDR 47,114041796,EGY,1,RAS SIDR,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY KENA 35,114041792,EGY,1,KENA,35,GT1,GE06D,Recorded,582-590,DVB-T Assignment
EGY BENI SUEF 31,114041791,EGY,1,BENI SUEF,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY BENI SUEF 34,114041790,EGY,1,BENI SUEF,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY ASYUT 46,114041789,EGY,1,ASYUT,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY ASYUT 43,114041788,EGY,1,ASYUT,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY ASYUT 40,114041787,EGY,1,ASYUT,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY AIN SOKHNAH 37,114041786,EGY,1,AIN SOKHNAH,37,GT1,GE06D,Recorded,598-606,DVB-T Assignment
EGY NASER 1 46,114041785,EGY,1,NASER 1,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY NASER 1 40,114041784,EGY,1,NASER 1,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY KOMOMBO 35,114041783,EGY,1,KOMOMBO,35,GT1,GE06D,Recorded,582-590,DVB-T Assignment
EGY BARNIS 36,114041780,EGY,1,BARNIS,36,GT1,GE06D,Recorded,590-598,DVB-T Assignment
EGY BARIS 41,114041779,EGY,1,BARIS,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY ABU SIMBIL 47,114041778,EGY,1,ABU SIMBIL,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY ABU SIMBIL 41,114041777,EGY,1,ABU SIMBIL,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY KARKAR 45,114041774,EGY,1,KARKAR,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY ISNA 37,114041773,EGY,1,ISNA,37,GT1,GE06D,Recorded,598-606,DVB-T Assignment
EGY ISNA 34,114041772,EGY,1,ISNA,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY IDFU 44,114041771,EGY,1,IDFU,44,GT1,GE06D,Recorded,654-662,DVB-T Assignment
EGY IDFU 41,114041770,EGY,1,IDFU,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY BARIS 47,114041768,EGY,1,BARIS,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY BARIS 44,114041767,EGY,1,BARIS,44,GT1,GE06D,Recorded,654-662,DVB-T Assignment
EGY NEW BENI ALI 46,114041764,EGY,1,NEW BENI ALI,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY NEW BENI ALI 43,114041763,EGY,1,NEW BENI ALI,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY NEW BENI ALI 37,114041762,EGY,1,NEW BENI ALI,37,GT1,GE06D,Recorded,598-606,DVB-T Assignment
EGY NEW BENI ALI 36,114041761,EGY,1,NEW BENI ALI,36,GT1,GE06D,Recorded,590-598,DVB-T Assignment
EGY NEW BENI ALI 33,114041760,EGY,1,NEW BENI ALI,33,GT1,GE06D,Recorded,566-574,DVB-T Assignment
EGY BAHARIYA 27,114041759,EGY,1,MANAGEM EL BAHARIYA,27,GT1,GE06D,Recorded,518-526,DVB-T Assignment
EGY BAHARIYA 24,114041758,EGY,1,MANAGEM EL BAHARIYA,24,GT1,GE06D,Recorded,494-502,DVB-T Assignment
EGY BAHARIYA 23,114041757,EGY,1,MANAGEM EL BAHARIYA,23,GT1,GE06D,Recorded,486-494,DVB-T Assignment
EGY KATHERINA 47,114041756,EGY,1,KATHERINA,47,GT1,GE06D,Recorded,678-686,DVB-T Assignment
EGY KATHERINA 46,114041755,EGY,1,KATHERINA,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY KATHERINA 44,114041754,EGY,1,KATHERINA,44,GT1,GE06D,Recorded,654-662,DVB-T Assignment
EGY KATHERINA 31,114041753,EGY,1,KATHERINA,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY KATHERINA 41,114041752,EGY,1,KATHERINA,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY KATHERINA 22,114041751,EGY,1,KATHERINA,22,GT1,GE06D,Recorded,478-486,DVB-T Assignment
EGY EL FAYOUM 30,114041750,EGY,1,EL FAYOUM,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY EL FASHN 39,114041749,EGY,1,EL FASHN,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY R409 45,114041728,EGY,1,R409,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY R409 42,114041727,EGY,1,R409,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY R409 41,114041726,EGY,1,R409,41,GT1,GE06D,Recorded,630-638,DVB-T Assignment
EGY R409 29,114041725,EGY,1,R409,29,GT1,GE06D,Recorded,534-542,DVB-T Assignment
EGY R409 26,114041724,EGY,1,R409,26,GT1,GE06D,Recorded,510-518,DVB-T Assignment
EGY QUR EL HUMRA 34,114041723,EGY,1,QUR ELHUMRA,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY QUR EL HUMRA 31,114041722,EGY,1,QUR ELHUMRA,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY QARA 34,114041721,EGY,1,QARA,34,GT1,GE06D,Recorded,574-582,DVB-T Assignment
EGY QARA 29,114041720,EGY,1,QARA,29,GT1,GE06D,Recorded,534-542,DVB-T Assignment
EGY QARA 27,114041719,EGY,1,QARA,27,GT1,GE06D,Recorded,518-526,DVB-T Assignment
EGY MONKAR DAHR 42,114041718,EGY,1,MONKAR DAHR ELHUMAR,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY HASI QATARA 39,114041717,EGY,1,HASI QATARA,39,GT1,GE06D,Recorded,614-622,DVB-T Assignment
EGY HASI QATARA 43,114041716,EGY,1,HASI QATARA,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY EL FARAFRA 43,114041715,EGY,1,EL FARAFRA,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY EL FARAFRA 30,114041714,EGY,1,EL FARAFRA,30,GT1,GE06D,Recorded,542-550,DVB-T Assignment
EGY EL FARAFRA 40,114041713,EGY,1,EL FARAFRA,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY EL FARAFRA 46,114041712,EGY,1,EL FARAFRA,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY EL FARAFRA 48,114041711,EGY,1,EL FARAFRA,48,GT1,GE06D,Recorded,686-694,DVB-T Assignment
EGY EL FARAFRA 22,114041710,EGY,1,EL FARAFRA,22,GT1,GE06D,Recorded,478-486,DVB-T Assignment
EGY EL FARAFRA 37,114041709,EGY,1,EL FARAFRA,37,GT1,GE06D,Recorded,598-606,DVB-T Assignment
EGY EL FARAFRA 24,114041708,EGY,1,EL FARAFRA,24,GT1,GE06D,Recorded,494-502,DVB-T Assignment
EGY EL FARAFRA 28,114041707,EGY,1,EL FARAFRA,28,GT1,GE06D,Recorded,526-534,DVB-T Assignment
EGY BIR NAHED 45,114041706,EGY,1,BIR NAHED,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY BAWITI 48,114041705,EGY,1,BAWITI,48,GT1,GE06D,Recorded,686-694,DVB-T Assignment
EGY BAWITI 40,114041704,EGY,1,BAWITI,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY BADR3 33,114041703,EGY,1,BADR3,33,GT1,GE06D,Recorded,566-574,DVB-T Assignment
EGY BADR3 36,114041702,EGY,1,BADR3,36,GT1,GE06D,Recorded,590-598,DVB-T Assignment
EGY BADR1 40,114041701,EGY,1,BADR1,40,GT1,GE06D,Recorded,622-630,DVB-T Assignment
EGY BADR1 38,114041700,EGY,1,BADR1,38,GT1,GE06D,Recorded,606-614,DVB-T Assignment
EGY BADR1 31,114041699,EGY,1,BADR1,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY BADR1 25,114041698,EGY,1,BADR1,25,GT1,GE06D,Recorded,502-510,DVB-T Assignment
EGY BADR1 22,114041697,EGY,1,BADR1,22,GT1,GE06D,Recorded,478-486,DVB-T Assignment
EGY ALAM MARIAM 31,114041696,EGY,1,ALAM MARIAM,31,GT1,GE06D,Recorded,550-558,DVB-T Assignment
EGY TABAGHBAGH 48,114041695,EGY,1,AIN TABAGHBAGH,48,GT1,GE06D,Recorded,686-694,DVB-T Assignment
EGY TABAGHBAGH 46,114041694,EGY,1,AIN TABAGHBAGH,46,GT1,GE06D,Recorded,670-678,DVB-T Assignment
EGY TABAGHBAGH 45,114041693,EGY,1,AIN TABAGHBAGH,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY TABAGHBAGH 43,114041692,EGY,1,AIN TABAGHBAGH,43,GT1,GE06D,Recorded,646-654,DVB-T Assignment
EGY TABAGHBAGH 42,114041691,EGY,1,AIN TABAGHBAGH,42,GT1,GE06D,Recorded,638-646,DVB-T Assignment
EGY ZAAFRANAH 45,114034238,EGY,1,ZAAFRANAH,45,GT1,GE06D,Recorded,662-670,DVB-T Assignment
EGY ZAAFRANAH 36,114034237,EGY,1,ZAAFRANAH,36,GT1,GE06D,Recorded,590-598,DVB-T Assignment
